Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A861544,*Blake,4/10/2023 12:48,Apr-23,5/14/2019,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
A877985,,4/10/2023 12:54,Apr-23,12/5/2022,Transfer,Partner,Dog,Intact Male,4 months,Cairn Terrier,Tricolor
A877791,*Dash,4/10/2023 12:55,Apr-23,10/2/2021,Transfer,Partner,Dog,Intact Male,1 year,Italian Greyhound Mix,Black/White
A876018,*Della,4/10/2023 14:23,Apr-23,3/8/2021,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White
A877909,,4/10/2023 14:44,Apr-23,1/25/2023,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,White
A877504,Zeke,4/10/2023 15:14,Apr-23,3/28/2017,Adoption,,Dog,Neutered Male,6 years,Rottweiler,Black/Brown
A878089,Maybell,4/10/2023 15:30,Apr-23,2/7/2023,Adoption,,Dog,Intact Female,2 months,Great Pyrenees,Cream
A877972,*Penny,4/10/2023 15:48,Apr-23,12/5/2022,Transfer,Partner,Dog,Intact Female,4 months,Labrador Retriever/Pit Bull,White/Black
A877908,Wiggles,4/10/2023 16:33,Apr-23,1/17/2023,Adoption,,Dog,Spayed Female,2 months,Pointer Mix,Tan/White
A878047,Lobo,4/10/2023 16:56,Apr-23,4/7/2020,Adoption,,Dog,Neutered Male,3 years,Siberian Husky,Black/White
A877988,,4/10/2023 17:28,Apr-23,2/5/2023,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,White
A874785,Gypsy,4/10/2023 17:32,Apr-23,2/18/2021,Adoption,,Dog,Spayed Female,2 years,American Bulldog Mix,Black/White
A877971,,4/10/2023 17:37,Apr-23,2/5/2023,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Red Tick/White
A875966,*Nelly,4/10/2023 18:09,Apr-23,9/7/2021,Adoption,,Dog,Spayed Female,1 year,Catahoula/Labrador Retriever,Brown
A877941,,4/10/2023 18:09,Apr-23,1/17/2023,Adoption,,Dog,Spayed Female,2 months,Great Pyrenees Mix,White/Blue
A877907,*Jake,4/10/2023 18:23,Apr-23,1/25/2023,Adoption,,Dog,Neutered Male,2 months,German Shepherd Mix,Tan/Black
A876467,,4/11/2023 10:45,Apr-23,1/28/2023,Died,In Kennel,Dog,Intact Female,2 months,Australian Cattle Dog Mix,Blue Tick/White
A877901,,4/11/2023 14:55,Apr-23,2/6/2023,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White
A844230,*Gilligan,4/11/2023 16:19,Apr-23,4/13/2020,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull,White/Brown
A878197,*Little Miss Muffet,4/11/2023 16:30,Apr-23,2/8/2023,Adoption,,Dog,Spayed Female,2 months,Great Dane/Great Pyrenees,Blue Merle/White
A878199,*Jack Be Nimble,4/11/2023 16:50,Apr-23,2/8/2023,Adoption,,Dog,Neutered Male,2 months,Great Dane/Great Pyrenees,Blue Merle/White
A877904,Nala,4/11/2023 17:07,Apr-23,2/6/2023,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A872288,*Bradley Boy,4/11/2023 17:21,Apr-23,1/7/2021,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/Brown
A876686,*Kip,4/11/2023 18:04,Apr-23,3/17/2021,Adoption,,Dog,Spayed Female,2 years,Belgian Malinois,Brown/Black
A842286,*Fancy Gigi,4/12/2023 10:49,Apr-23,9/13/2019,Euthanasia,Aggressive,Dog,Spayed Female,3 years,Pit Bull,Fawn/White
A861108,Minnie,4/12/2023 11:01,Apr-23,7/7/2020,Euthanasia,Aggressive,Dog,Spayed Female,2 years,Pit Bull,White/Brown
A878384,Baby,4/12/2023 11:30,Apr-23,12/11/2014,Return to Owner,,Dog,Intact Male,8 years,Pit Bull Mix,Gray
A878314,Perrita,4/12/2023 11:42,Apr-23,4/10/2018,Euthanasia,Aggressive,Dog,Intact Female,5 years,Rat Terrier Mix,Black/White
A875054,*Tamagotchi,4/12/2023 12:11,Apr-23,2/21/2021,Transfer,Partner,Dog,Neutered Male,2 years,Catahoula/Basset Hound,Brown Brindle/Black
A878229,Irish,4/12/2023 13:32,Apr-23,6/9/2022,Return to Owner,,Dog,Intact Female,10 months,Pit Bull Mix,Tan/White
A874868,*Tristan,4/12/2023 14:31,Apr-23,2/19/2022,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/White
A878473,,4/12/2023 15:33,Apr-23,3/29/2023,Transfer,Partner,Dog,Intact Male,2 weeks,Pit Bull Mix,Black Brindle/White
A878471,,4/12/2023 15:33,Apr-23,3/29/2023,Transfer,Partner,Dog,Intact Male,2 weeks,Pit Bull Mix,Brown/White
A878472,,4/12/2023 15:33,Apr-23,3/29/2023,Transfer,Partner,Dog,Intact Female,2 weeks,Pit Bull Mix,Fawn/White
A878480,,4/12/2023 15:33,Apr-23,3/29/2023,Transfer,Partner,Dog,Intact Female,2 weeks,Pit Bull Mix,White/Brown Brindle
A878474,,4/12/2023 15:34,Apr-23,3/29/2023,Transfer,Partner,Dog,Intact Male,2 weeks,Pit Bull Mix,Brown Brindle/White
A878476,,4/12/2023 15:34,Apr-23,3/29/2023,Transfer,Partner,Dog,Intact Male,2 weeks,Pit Bull Mix,White/Black Brindle
A878475,,4/12/2023 15:34,Apr-23,3/29/2023,Transfer,Partner,Dog,Intact Male,2 weeks,Pit Bull Mix,Black Brindle/White
A878200,Bernard Bean,4/12/2023 16:21,Apr-23,2/8/2023,Adoption,,Dog,Neutered Male,2 months,Great Dane/Great Pyrenees,Blue Merle/White
A878196,Ace,4/12/2023 16:30,Apr-23,2/8/2023,Adoption,,Dog,Neutered Male,2 months,Great Dane/Great Pyrenees,Blue Merle/White
A878198,Bud,4/12/2023 16:45,Apr-23,2/8/2023,Adoption,,Dog,Neutered Male,2 months,Great Dane/Great Pyrenees,Blue Merle/White
A878373,Milo,4/12/2023 18:28,Apr-23,4/11/2020,Return to Owner,,Dog,Intact Male,3 years,Siberian Husky,White
A878046,Finn,4/12/2023 18:44,Apr-23,1/28/2023,Adoption,,Dog,Neutered Male,2 months,Rhod Ridgeback/German Shepherd,Brown/Black
A853919,Nala,4/12/2023 19:20,Apr-23,3/27/2021,Return to Owner,,Dog,Spayed Female,2 years,Pit Bull,White/Tan
A878224,*Lumpy,4/13/2023 9:30,Apr-23,4/9/2018,Transfer,Partner,Dog,Intact Male,5 years,Pit Bull,Brown/White
A878079,Simba,4/13/2023 11:36,Apr-23,4/6/2019,Rto-Adopt,,Dog,Neutered Male,4 years,Chow Chow Mix,Tan/Black
A878530,Melanie,4/13/2023 11:43,Apr-23,4/13/2021,Return to Owner,,Dog,Intact Female,2 years,Pit Bull Mix,Gray/White
A878531,Savage,4/13/2023 11:43,Apr-23,4/13/2021,Return to Owner,,Dog,Intact Male,2 years,Border Terrier Mix,White
A878449,Midnight,4/13/2023 12:25,Apr-23,2/12/2023,Transfer,Partner,Dog,Intact Female,1 month,Pit Bull Mix,Black/White
A863316,Rosie,4/13/2023 13:18,Apr-23,12/9/2021,Transfer,Partner,Dog,Spayed Female,1 year,Cairn Terrier/Scottish Terrier,White
A877987,*Dill,4/13/2023 13:31,Apr-23,12/5/2022,Transfer,Partner,Dog,Neutered Male,4 months,Miniature Pinscher,Black/Tan
A870225,Anya,4/13/2023 15:16,Apr-23,12/2/2020,Adoption,Foster,Dog,Spayed Female,2 years,Siberian Husky Mix,Tan/White
A878282,Peanut,4/13/2023 17:35,Apr-23,4/10/2020,Return to Owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan
A878459,Princess,4/13/2023 17:41,Apr-23,4/12/2021,Return to Owner,,Dog,Spayed Female,2 years,Pit Bull,Brown/White
A877940,*Peche,4/13/2023 18:04,Apr-23,1/17/2023,Adoption,,Dog,Spayed Female,2 months,Great Pyrenees Mix,White/Tan
A878302,,4/13/2023 18:24,Apr-23,4/10/2021,Adoption,,Dog,Neutered Male,2 years,Silky Terrier,Brown/Brown
A878241,Casimira,4/13/2023 18:33,Apr-23,7/9/2022,Return to Owner,,Dog,Spayed Female,9 months,Labrador Retriever Mix,White/Brown Brindle
A878240,Akon,4/13/2023 18:33,Apr-23,10/9/2021,Return to Owner,,Dog,Neutered Male,1 year,American Foxhound/Pit Bull,Red/White
A877000,*Shelby,4/13/2023 18:37,Apr-23,6/4/2022,Adoption,,Dog,Spayed Female,10 months,German Shepherd Mix,Black/Brown
A878477,Poe,4/14/2023 11:22,Apr-23,4/14/2010,Return to Owner,,Dog,Intact Male,13 years,Pembroke Welsh Corgi Mix,Black/Tricolor
A833272,*Dobby,4/14/2023 11:28,Apr-23,11/27/2019,Adoption,Foster,Dog,Neutered Male,3 years,Pit Bull Mix,Tan/White
A875625,Meg,4/14/2023 11:39,Apr-23,4/13/2019,Return to Owner,,Dog,Spayed Female,4 years,Pit Bull Mix,Black/White
A878562,Blessing,4/14/2023 11:53,Apr-23,10/14/2009,Return to Owner,,Dog,Intact Male,13 years,Chihuahua Shorthair Mix,White
A878312,A878312,4/14/2023 12:05,Apr-23,4/10/2021,Transfer,Partner,Dog,Intact Male,2 years,Boston Terrier,Black/White
A878544,Roscoe,4/14/2023 12:07,Apr-23,4/13/2015,Return to Owner,,Dog,Intact Male,8 years,Pekingese,White
A877892,Pearly Blue,4/14/2023 12:29,Apr-23,7/14/2022,Return to Owner,,Dog,Intact Female,9 months,Chihuahua Shorthair,Brown
A877275,Blako,4/14/2023 13:02,Apr-23,10/14/2020,Rto-Adopt,,Dog,Neutered Male,2 years,Pit Bull,Black
A877591,*Rupert,4/14/2023 14:11,Apr-23,3/29/2019,Transfer,Partner,Dog,Intact Male,4 years,Pug/Pembroke Welsh Corgi,Tan/White
A676894,Jackson,4/14/2023 14:37,Apr-23,4/16/2012,Adoption,Foster,Dog,Neutered Male,11 years,Jack Russell Terrier Mix,Tricolor
A878349,,4/14/2023 15:28,Apr-23,4/10/2021,Transfer,Partner,Dog,Intact Female,2 years,Blue Lacy,Blue
A877376,*Becka,4/14/2023 16:01,Apr-23,1/16/2023,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever,White
A876034,Blake,4/14/2023 16:07,Apr-23,1/24/2023,Adoption,Foster,Dog,Spayed Female,2 months,German Shepherd/Siberian Husky,Black/Brown
A876601,*Rosita,4/14/2023 16:25,Apr-23,1/23/2023,Adoption,,Dog,Spayed Female,2 months,German Shepherd,White
A878206,Panini,4/14/2023 16:28,Apr-23,8/14/2022,Adoption,,Dog,Spayed Female,7 months,German Shepherd Mix,Brown
A877698,*Morris,4/14/2023 17:06,Apr-23,3/31/2021,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever,Black/White
A876873,*Sasha,4/14/2023 17:27,Apr-23,9/21/2022,Adoption,,Dog,Spayed Female,6 months,Siberian Husky/Great Pyrenees,White
A878036,*Lil Rob,4/14/2023 17:34,Apr-23,4/6/2020,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,Tricolor
A878532,Drako,4/14/2023 17:37,Apr-23,2/13/2023,Return to Owner,,Dog,Intact Male,1 month,Basset Hound/Labrador Retriever,Black/White
A877700,*Gal,4/14/2023 18:30,Apr-23,3/31/2014,Adoption,,Dog,Spayed Female,9 years,German Shepherd,Black
A878311,A878311,4/14/2023 18:32,Apr-23,2/10/2023,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A878310,*Noel,4/14/2023 18:37,Apr-23,2/10/2023,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A876405,*Lil Pistol,4/14/2023 18:54,Apr-23,3/14/2021,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White
A579948,Indiana,4/14/2023 19:00,Apr-23,7/20/2009,Return to Owner,,Dog,Neutered Male,13 years,Australian Kelpie Mix,Sable/Tan
A878343,A878343,4/14/2023 19:13,Apr-23,4/10/2021,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,Fawn/White
A851115,Valentine,4/15/2023 8:59,Apr-23,2/7/2019,Adoption,Foster,Dog,Neutered Male,4 years,Pit Bull/Labrador Retriever,Black/White
A878587,Gordo,4/15/2023 11:20,Apr-23,4/15/2019,Return to Owner,,Dog,Intact Male,4 years,Bulldog,Brown Brindle/White
A878348,A878348,4/15/2023 11:24,Apr-23,2/24/2023,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair/Rat Terrier,Red/Tan
A877408,Icarus,4/15/2023 11:31,Apr-23,3/27/2021,Adoption,Foster,Dog,Neutered Male,2 years,Bernese Mountain Dog Mix,Tricolor
A878414,,4/15/2023 11:41,Apr-23,4/11/2020,Transfer,Partner,Dog,Intact Male,3 years,Havanese,Black
A872589,*Gaston,4/15/2023 11:46,Apr-23,1/12/2022,Adoption,,Dog,Neutered Male,1 year,Blue Lacy Mix,Blue
A875946,*Pilaf,4/15/2023 12:17,Apr-23,12/23/2022,Adoption,,Dog,Spayed Female,3 months,Rottweiler Mix,Black/Tan
A813316,Bridget,4/15/2023 13:11,Apr-23,2/7/2019,Adoption,,Dog,Spayed Female,4 years,Miniature Pinscher,Black/Tan
A813315,Savanna,4/15/2023 13:15,Apr-23,2/7/2019,Adoption,,Dog,Spayed Female,4 years,Miniature Pinscher,Black/Tan
A878412,,4/15/2023 13:30,Apr-23,4/11/2021,Transfer,Partner,Dog,Intact Female,2 years,Toy Fox Terrier Mix,White/Brown
A878411,,4/15/2023 13:31,Apr-23,12/11/2022,Transfer,Partner,Dog,Intact Male,4 months,Toy Fox Terrier Mix,White/Brown
A877834,Panda,4/15/2023 13:32,Apr-23,4/3/2020,Adoption,,Dog,Spayed Female,3 years,Siberian Husky,Black/White
A876566,Chica,4/15/2023 13:38,Apr-23,9/16/2021,Adoption,,Dog,Spayed Female,1 year,German Shepherd/Anatol Shepherd,Tan/Black
A867485,Matty,4/15/2023 13:54,Apr-23,2/18/2022,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
A878538,Lulu,4/15/2023 15:12,Apr-23,4/13/2022,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair,Brown
A877941,,4/15/2023 15:16,Apr-23,1/17/2023,Transfer,Partner,Dog,Spayed Female,2 months,Great Pyrenees Mix,White/Blue
A878695,Ruby,4/15/2023 15:23,Apr-23,4/15/2010,Return to Owner,,Dog,Intact Female,13 years,Shiba Inu,Tan
A876640,Bambi,4/15/2023 16:32,Apr-23,3/17/2022,Adoption,,Dog,Neutered Male,1 year,Collie Rough Mix,Brown/White
A870167,*Sweet Pea,4/15/2023 17:15,Apr-23,6/2/2022,Adoption,,Dog,Spayed Female,10 months,Pit Bull Mix,Brown Brindle/White
A866200,Maisy,4/15/2023 17:28,Apr-23,9/26/2020,Adoption,,Dog,Spayed Female,2 years,German Shorthair Pointer Mix,Brown/White
A876497,*Red Velvet,4/15/2023 18:06,Apr-23,3/15/2018,Adoption,,Dog,Spayed Female,5 years,Pit Bull Mix,Chocolate/White
A877520,*Franklin,4/15/2023 18:40,Apr-23,1/16/2023,Adoption,,Dog,Neutered Male,2 months,German Shepherd/Great Pyrenees,White/Tricolor
A876599,*Firewheel,4/16/2023 0:00,Apr-23,1/27/2023,Adoption,Foster,Dog,Spayed Female,2 months,German Shepherd,Black/Brown
A863030,Tobi,4/16/2023 0:00,Apr-23,3/14/2018,Adoption,Foster,Dog,Neutered Male,5 years,Labrador Retriever Mix,Brown/Tricolor
A877319,Tucker,4/16/2023 13:16,Apr-23,3/25/2021,Adoption,,Dog,Neutered Male,2 years,Soft Coated Wheaten Terrier Mix,White/White
A878710,Benjamin,4/16/2023 13:16,Apr-23,4/16/2020,Return to Owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair,Brown
A878485,,4/16/2023 13:46,Apr-23,4/12/2022,Euthanasia,Suffering,Dog,Intact Female,1 year,Australian Cattle Dog,White/Tricolor
A877902,*Guava,4/16/2023 15:08,Apr-23,2/6/2023,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A877545,Oso,4/16/2023 15:44,Apr-23,10/28/2022,Adoption,,Dog,Neutered Male,5 months,Siberian Husky,White/Buff
A759044,Sugar,4/16/2023 16:47,Apr-23,9/25/2014,Adoption,,Dog,Spayed Female,8 years,Pit Bull Mix,White
A878496,Stella,4/16/2023 17:20,Apr-23,4/16/2013,Return to Owner,,Dog,Spayed Female,10 years,Pit Bull,White/Brown
A866993,*Felix,4/16/2023 17:44,Apr-23,10/11/2019,Adoption,,Dog,Neutered Male,3 years,Pit Bull,Fawn/White
A878740,Mickey,4/16/2023 17:48,Apr-23,4/16/2022,Return to Owner,,Dog,Intact Male,1 year,Pug,Tan/White
A877861,Midnight,4/16/2023 17:55,Apr-23,2/3/2021,Adoption,,Dog,Spayed Female,2 years,Doberman Pinsch/German Shepherd,Black/Brown
A877388,*Darla,4/16/2023 17:58,Apr-23,1/16/2023,Adoption,,Dog,Spayed Female,2 months,Pit Bull,Black/White
A878742,Bear,4/16/2023 18:39,Apr-23,4/16/2020,Return to Owner,,Dog,Intact Male,3 years,Pit Bull,Brown
A878502,Scrappy,4/17/2023 5:28,Apr-23,9/12/2022,Adoption,,Dog,Neutered Male,7 months,Labrador Retriever Mix,Black Brindle
A878658,Benito,4/17/2023 11:19,Apr-23,8/15/2022,Return to Owner,,Dog,Intact Male,8 months,Pomeranian,Tan
A873405,*Shaunna,4/17/2023 13:24,Apr-23,9/24/2022,Adoption,Foster,Dog,Spayed Female,6 months,Labrador Retriever/Pointer,White/Black
A878208,*Chowder,4/17/2023 14:13,Apr-23,4/8/2021,Adoption,,Dog,Neutered Male,2 years,Alaskan Husky Mix,Tan
A787699,Sparky,4/17/2023 14:15,Apr-23,1/18/2017,Return to Owner,,Dog,Intact Male,6 years,Yorkshire Terrier,Red/Gray
A878410,,4/17/2023 14:46,Apr-23,12/11/2022,Adoption,,Dog,Neutered Male,4 months,Pit Bull,Blue/White
A878376,Daisy,4/17/2023 15:15,Apr-23,12/11/2022,Adoption,,Dog,Spayed Female,4 months,Labrador Retriever Mix,Brown Brindle
A877583,*Ace,4/17/2023 15:23,Apr-23,12/29/2022,Adoption,,Dog,Neutered Male,3 months,Labrador Retriever/Plott Hound,Brown Brindle/Chocolate
A864532,*Belfast,4/17/2023 15:27,Apr-23,8/28/2017,Adoption,Foster,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black/White
A867417,*Boo,4/17/2023 15:30,Apr-23,8/2/2022,Adoption,Foster,Dog,Spayed Female,8 months,Black Mouth Cur Mix,Tan/White
A863319,Niyah,4/17/2023 15:37,Apr-23,8/9/2018,Transfer,Partner,Dog,Intact Female,4 years,American Pit Bull Terrier,Black/White
A876594,*Verbena,4/17/2023 16:02,Apr-23,1/23/2023,Adoption,Foster,Dog,Neutered Male,2 months,German Shepherd,Sable/Black
A878268,Kilala,4/17/2023 17:42,Apr-23,4/9/2022,Adoption,,Dog,Spayed Female,1 year,Australian Shepherd Mix,Brown/White
A858013,Winston,4/17/2023 17:45,Apr-23,5/24/2021,Adoption,,Dog,Neutered Male,1 year,Anatol Shepherd Mix,Tricolor
A876499,*Faun,4/17/2023 18:32,Apr-23,10/31/2022,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever Mix,Fawn/White
A878647,Hannah,4/17/2023 19:01,Apr-23,4/14/2011,Adoption,,Dog,Intact Female,12 years,Toy Poodle/Maltese,White
A877411,Beasley,4/18/2023 9:31,Apr-23,2/2/2016,Adoption,Foster,Dog,Neutered Male,7 years,Beagle,Black/Tan
A878588,*Clifford,4/18/2023 9:34,Apr-23,4/14/2021,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,Black/White
A876672,*Trixie,4/18/2023 9:35,Apr-23,3/17/2021,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White
A875962,*Sunny,4/18/2023 11:09,Apr-23,7/7/2022,Adoption,,Dog,Neutered Male,9 months,German Shepherd Mix,Red/Black
A878831,Nola,4/18/2023 11:10,Apr-23,8/8/2022,Return to Owner,,Dog,Intact Female,8 months,French Bulldog,Blue/Tan
A878266,Precious,4/18/2023 11:39,Apr-23,7/9/2022,Adoption,,Dog,Spayed Female,9 months,Boxer/Chinese Sharpei,Tan/Black
A877862,Yogi,4/18/2023 14:22,Apr-23,10/3/2020,Adoption,,Dog,Neutered Male,2 years,German Shepherd/Siberian Husky,Brown/Black
A876369,*Fruit Cup,4/18/2023 14:52,Apr-23,1/24/2023,Adoption,Foster,Dog,Spayed Female,2 months,Australian Shepherd,Brown/White
A878274,*Mars,4/18/2023 15:54,Apr-23,4/11/2022,Adoption,,Dog,Spayed Female,1 year,Siberian Husky,Black/Gray
A877914,Baby Max,4/18/2023 16:10,Apr-23,4/4/2021,Died,In Kennel,Dog,Neutered Male,2 years,Labrador Retriever,Tan
A871506,*Vinny,4/18/2023 16:23,Apr-23,10/18/2022,Adoption,Foster,Dog,Neutered Male,5 months,Pit Bull,White/Black
A791612,Rocky,4/18/2023 17:21,Apr-23,11/29/2017,Adoption,,Dog,Neutered Male,5 years,Boxer Mix,Brown/White
A872594,*Noah,4/18/2023 18:06,Apr-23,7/12/2021,Adoption,,Dog,Neutered Male,1 year,Pit Bull/Dutch Shepherd,Brown Brindle
A878692,Charlie,4/18/2023 18:55,Apr-23,6/5/2021,Return to Owner,,Dog,Neutered Male,1 year,German Shepherd/Labrador Retriever,Black/Brown
A850646,Apolo,4/18/2023 18:56,Apr-23,1/28/2021,Return to Owner,,Dog,Neutered Male,2 years,Siberian Husky,Gray/White
A874834,Venus,4/19/2023 9:46,Apr-23,1/3/2023,Adoption,Foster,Dog,Spayed Female,3 months,Australian Shepherd Mix,Brown Brindle/White
A875268,*Basil,4/19/2023 17:51,Apr-23,12/18/2022,Adoption,Foster,Dog,Spayed Female,4 months,Australian Cattle Dog Mix,Brown/White
A873605,*Mr. Gatti,4/19/2023 17:54,Apr-23,1/6/2023,Adoption,Foster,Dog,Neutered Male,3 months,Pit Bull Mix,Tricolor
A878734,,4/20/2023 11:15,Apr-23,4/16/2020,Transfer,Partner,Dog,Intact Female,3 years,Shih Tzu,Tan/Silver
A860165,*Juicee,4/20/2023 12:03,Apr-23,6/23/2020,Return to Owner,,Dog,Spayed Female,2 years,Pit Bull,Blue/White
A878682,,4/20/2023 12:16,Apr-23,10/15/2021,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair,Tan/Cream
A816397,Smoke,4/20/2023 14:45,Apr-23,1/25/2015,Adoption,Foster,Dog,Neutered Male,8 years,Pit Bull,Blue/White
A878909,Luna,4/20/2023 15:49,Apr-23,4/18/2021,Died,At Vet,Dog,Intact Female,2 years,Pit Bull Mix,White/Blue
A878910,Dogg,4/20/2023 16:54,Apr-23,10/18/2022,Return to Owner,,Dog,Intact Male,6 months,Pit Bull,Tan
A878136,*Randal,4/20/2023 17:20,Apr-23,4/12/2022,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red Tick/White
A877714,*Froyo,4/20/2023 17:51,Apr-23,1/31/2021,Adoption,,Dog,Spayed Female,2 years,German Shepherd,Brown/Black
A878989,Baby Girl,4/20/2023 18:41,Apr-23,4/20/2022,Return to Owner,,Dog,Intact Female,1 year,Pit Bull,Tan
A868940,*Karla,4/21/2023 10:15,Apr-23,4/3/2017,Adoption,Foster,Dog,Spayed Female,6 years,Australian Kelpie Mix,Tricolor
A879052,Pip,4/21/2023 11:58,Apr-23,4/20/2013,Return to Owner,,Dog,Neutered Male,10 years,Rat Terrier,Black/White
A878822,Cauga,4/21/2023 12:01,Apr-23,4/17/2013,Return to Owner,,Dog,Spayed Female,10 years,Black/Tan Hound Mix,Black/Tan
A878824,Zooma,4/21/2023 12:01,Apr-23,4/17/2013,Return to Owner,,Dog,Intact Female,10 years,Beagle Mix,Tan/Black
A878825,Nipsy,4/21/2023 12:02,Apr-23,4/17/2020,Return to Owner,,Dog,Intact Female,3 years,Pit Bull Mix,Tan
A878052,*Beans,4/21/2023 12:19,Apr-23,4/6/2014,Adoption,,Dog,Neutered Male,9 years,Dachshund/Chihuahua Shorthair,White/Brown
A878741,Diamond,4/21/2023 12:48,Apr-23,10/16/2021,Return to Owner,,Dog,Intact Male,1 year,German Shepherd Mix,Black/Tan
A879068,,4/21/2023 13:05,Apr-23,3/13/2023,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair/Cairn Terrier,Red
A879085,Penny,4/21/2023 14:14,Apr-23,4/21/2017,Return to Owner,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Brown
A847430,Nia,4/21/2023 14:27,Apr-23,7/2/2017,Adoption,Foster,Dog,Spayed Female,5 years,Blue Lacy Mix,Blue/White
A876238,*Rimi,4/21/2023 17:02,Apr-23,2/11/2023,Adoption,Foster,Dog,Spayed Female,2 months,Rat Terrier,Black
A823419,Ivy,4/21/2023 17:08,Apr-23,4/8/2020,Transfer,Partner,Dog,Spayed Female,3 years,Greyhound Mix,Brown Brindle
A878558,Kai,4/21/2023 17:24,Apr-23,5/13/2022,Adoption,,Dog,Neutered Male,11 months,Labrador Retriever,White
A878709,Zeke,4/21/2023 17:32,Apr-23,6/15/2022,Adoption,,Dog,Neutered Male,10 months,Australian Cattle Dog Mix,Blue Tick/White
A879067,A879067,4/21/2023 17:51,Apr-23,4/20/2021,Transfer,Partner,Dog,Intact Male,2 years,Great Pyrenees,White
A878867,Ava,4/21/2023 18:11,Apr-23,4/18/2022,Return to Owner,,Dog,Spayed Female,1 year,Alaskan Husky Mix,White
A878872,Siru,4/21/2023 18:13,Apr-23,4/18/2022,Return to Owner,,Dog,Neutered Male,1 year,Alaskan Husky Mix,Tricolor
A877731,*Barb,4/21/2023 18:53,Apr-23,1/1/2023,Adoption,,Dog,Spayed Female,3 months,Treeing Walker Coonhound Mix,Brown Brindle/White
A879144,,4/22/2023 11:10,Apr-23,9/21/2022,Return to Owner,,Dog,Intact Female,7 months,Boxer,Black/White
A877515,*Dorothy,4/22/2023 11:22,Apr-23,9/28/2017,Adoption,,Dog,Spayed Female,5 years,German Shepherd Mix,Brown/Black
A878498,*Maverick,4/22/2023 11:42,Apr-23,10/12/2020,Adoption,,Dog,Neutered Male,2 years,American Foxhound Mix,White/Brown
A877053,*Hyacinth,4/22/2023 11:49,Apr-23,1/23/2023,Adoption,,Dog,Spayed Female,2 months,German Shepherd Mix,Black/Black Brindle
A878527,Zoey,4/22/2023 12:06,Apr-23,9/17/2022,Adoption,,Dog,Spayed Female,7 months,Australian Cattle Dog Mix,White/Brown
A875721,Lola,4/22/2023 12:43,Apr-23,3/3/2016,Adoption,,Dog,Spayed Female,7 years,Pit Bull Mix,Blue
A876883,Flynn,4/22/2023 13:04,Apr-23,5/21/2022,Adoption,,Dog,Neutered Male,11 months,Australian Cattle Dog Mix,Red Tick
A875222,*Chip,4/22/2023 13:27,Apr-23,10/23/2022,Adoption,,Dog,Neutered Male,5 months,Pit Bull,White/Black
A877672,*T-Boz,4/22/2023 14:04,Apr-23,3/31/2022,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever,Black
A875743,*Whiskey,4/22/2023 14:07,Apr-23,3/3/2021,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Tan
A877671,*Chilli,4/22/2023 14:21,Apr-23,3/31/2022,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever,Black/White
